Name;Acronym;State Acronym;Institution Type;Level_1;Level_2;Level_3
INSTITUTO SUPERIOR DE CIÊNCIAS DA SAÚDE CARLOS CHAGAS;IPGMCC;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE UBS;FACULDADE UBS;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE SANTA RITA;FASAR;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI MATO GROSSO;FATEC SENAI MT;MT;universidade e instâncias ligadas à universidades;;;
FACULDADES BATISTA DO PARANÁ;FABAPAR;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Univeritas Universus Veritas de Campo Grande;;MS;universidade e instâncias ligadas à universidades;;;
FACULDADE VERBO EDUCACIONAL;VERBOEDU;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Anhanguera de Jaú;FAJ;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE NOVE DE JULHO DE BOTUCATU;NOVE-BOTUCATU;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE ARQUIDIOCESANA DE CURVELO;FAC;MG;universidade e instâncias ligadas à universidades;;;
Centro Universitário Facid Wyden;UNIFACID WYDEN;PI;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI;FENORD;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE ITEANA DE IBITINGA;FITI;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE FAVENI GUARULHOS;FAVENI - GUARULHOS;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BARBACENA;;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA DE SOROCABA;FATEC SO;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE;FDCL;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE MONTESSORIANO DE SALVADOR;FAMA;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Cândido Rondon;FCR;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE SANTOS DUMONT;FSD;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Ensino Paschoal Dantas;FEPD;SP;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO;UNASP;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE MÉTODO DE SÃO PAULO;FAMESP;SP;universidade e instâncias ligadas à universidades;;;
Centro Universitário Carlos Drummond de Andrade;UniDrummond;SP;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;MG;universidade e instâncias ligadas à universidades;;;
Fundação Universidade Virtual do Estado de São Paulo;UNIVESP;SP;universidade e instâncias ligadas à universidades;;;
Escola de Sargentos das Armas;ESA;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE TEOLÓGICA BATISTA ANA WOLLERMAN;FTBAW;MS;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO - UNIESP;UNIESP;PB;universidade e instâncias ligadas à universidades;;;
FACULDADE CESUMAR DE MARINGÁ;FAC-CESUMAR;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI ÍTALO BOLOGNA;FATECIB;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Santo André;FASA;RO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE PRESIDENTE PRUDENTE;FAPEPE;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO MATÃO DE ENSINO SUPERIOR;IMES;SP;universidade e instâncias ligadas à universidades;;;
FIAP - Centro Universitário;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE VIÇOSA;FDV;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Estácio de Jaraguá do Sul;Estácio Jaraguá;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE DE JAÚ;;SP;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE CATÓLICA DE PELOTAS;UCPEL;RS;universidade e instâncias ligadas à universidades;;;
COLÉGIO PEDRO II;CP II;RJ;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO SANTA AMÉLIA;SECAL;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Alvorada de Saúde;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARAÍSO;FECIPAR;TO;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO ESTÁCIO DE JI-PARANÁ;ESTÁCIO UNIJIPA;RO;universidade e instâncias ligadas à universidades;;;
Faculdade UNINORTE Marabá;Uninorte Marabá;PA;universidade e instâncias ligadas à universidades;;;
Faculdade Lusocapixaba;FLC;ES;universidade e instâncias ligadas à universidades;;;
Centro Universitário Piaget;UniPiaget;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de São João Del Rei;FUNEES SJDR;MG;universidade e instâncias ligadas à universidades;;;
Escola de Aperfeiçoamento de Oficiais;EsAO;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Carmo do Paranaíba;FUNEES C. Paranaíba;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE CATÓLICA SANTA TERESINHA;FCST;RN;universidade e instâncias ligadas à universidades;;;
FACULDADE BATISTA DO ESTADO DO RIO DE JANEIRO - FABERJ;FABERJ;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA E CIÊNCIAS - FTC CAMAÇARI;FTC CAMAÇARI;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS E TECNOLOGIA DO PARANÁ;FACET-PR;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE ANTÔNIO MENEGHETTI;AMF;RS;universidade e instâncias ligadas à universidades;;;
Faculdade de Penedo;FAC-PENEDO;AL;universidade e instâncias ligadas à universidades;;;
FACULDADE VALE DO PAJEU;FVP;PE;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE EDUCAÇÃO SUPERIOR PIO XII;PIO XII;ES;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DE PATO BRANCO;UNIDEP;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE FAE BLUMENAU;;SC;universidade e instâncias ligadas à universidades;;;
ESCOLA SUPERIOR DE MARKETING;ESM;PE;universidade e instâncias ligadas à universidades;;;
FAP-FACULDADE DE PINHEIROS;FAP;ES;universidade e instâncias ligadas à universidades;;;
Escola de Inteligência Militar do Exército;EsIMEx;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Sul Paulista de Itanhaém;FASUPI;SP;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO LA SALLE;UNILASALLE - LUCAS;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE DAMAS DA INSTRUÇÃO CRISTÃ;FADIC;PE;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;MG;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO SÃO MIGUEL;UNISÃOMIGUEL;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE UNINASSAU LAURO DE FREITAS;;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE PITÁGORAS DE PENÁPOLIS;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DO OESTE POTIGUAR;FAOP;RN;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Estácio de Goiânia;Estácio Goiânia;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Campina Verde;;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Interativa de São Paulo;FAISP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade CMB;CMB;RS;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL;UDF;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE DE EDUCAÇÃO ELIÂ;FACEEL;PA;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ;UNIFEG;MG;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE ANHANGUERA;UNIDERP;MS;universidade e instâncias ligadas à universidades;;;
ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE;ESCS;DF;universidade e instâncias ligadas à universidades;;;
Faculdade do Centro Maranhense;FCMA;MA;universidade e instâncias ligadas à universidades;;;
FACULDADE NACIONAL DE NATUROPATIA  ADMINISTRAÇÃO E PEDAGOGIA;FANNAP;RS;universidade e instâncias ligadas à universidades;;;
FACULDADE ESSA EDUCACAO PROFISSIONAL;UNIESSA;SP;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO NATALENSE;UNICEUNA;RN;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO DE PESQUEIRA;ISEP;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Teófilo Otoni;;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana do Ceará;FAMEC;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE PIO DÉCIMO;FPD;SE;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO ALFREDO NASSER;UNIFAN;GO;universidade e instâncias ligadas à universidades;;;
Centro de Ensino Unificado do Piauí;CEUPI;PI;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO EURO-AMERICANO;UNIEURO;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIRB JOÃO PESSOA;F.UNIRB;PB;universidade e instâncias ligadas à universidades;;;
FACULDADE PAN AMERICANA;FPA;PA;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Buritis;FUNEES Buritis;MG;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;UNINASSAU;PE;universidade e instâncias ligadas à universidades;;;
FACULDADES DO VALE DO ARARANGUA - FVA;FVA;SC;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE FORTALEZA;UNINASSAU FORTALEZA;CE;universidade e instâncias ligadas à universidades;;;
Faculdade Rachel de Queiroz;FAQ;PR;universidade e instâncias ligadas à universidades;;;
Centro Universitário Anhanguera Pitágoras Unopar de Niterói;UNIAN-RJ;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Sul do Piauí;;PI;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE DO CONTESTADO;UNC;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE DE UMUARAMA;;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE BELO HORIZONTE;FDR;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE VINCIT;VINCIT;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE VIDAL;FAVILI;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE CRISTO REI;FACCREI;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE SUDOESTE PAULISTANO;FASUP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Instituto de Ensino Superior;FACIES;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE PARAGOMINAS;FPP;PA;universidade e instâncias ligadas à universidades;;;
FACULDADE ALFA AMÉRICA;;SP;universidade e instâncias ligadas à universidades;;;
Faculdade ABC de Goiânia;FABC;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE CASA BRANCA;FACAB;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Felixlândia;FUNEES;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Marechal Rondon;;RO;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia Santo André;FATEC-SA;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE CRISTO REI;FACCREI;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE PASSO FUNDO;;RS;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Piranguinho;FUNEES Piranguinho;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DOS CARAJÁS;;PA;universidade e instâncias ligadas à universidades;;;
EPGE Escola Brasileira de Economia e Finanças;FGV EPGE;RJ;universidade e instâncias ligadas à universidades;;;
Fundação Dom Cabral;;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA ZONA LESTE;FATEC-ZL;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE INTEGRADA DE GOIÁS;FIG;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE MAURÍCIO DE NASSAU DE PONTA GROSSA;FMN PONTAGROSSA;PR;universidade e instâncias ligadas à universidades;;;
ESCOLA DA ADVOCACIA-GERAL DA UNIÃO;EAGU;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Alfredo Nasser de Pontalina;;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE DO POVO;FAP;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE EDUCAÇÃO SUPERIOR DE POUSO ALEGRE;;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia do Brasil;FAT Brasil;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Famep -  Unidade Uruçui - PI;FAMEP;PI;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ENSINO SUPERIOR SANTA BARBARA;FAESB;SP;universidade e instâncias ligadas à universidades;;;
Escola de Saúde do Exército;EsSEx;RJ;universidade e instâncias ligadas à universidades;;;
Faculdades FAMEP Unidade Parnaíba - PI;FAMEP;PI;universidade e instâncias ligadas à universidades;;;
FACULDADE DE OLÍMPIA;;SP;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE ESTADUAL DA PARAÍBA;UEPB;PB;universidade e instâncias ligadas à universidades;;;
Faculdade Estácio de Rio Preto;Estácio Rio Preto;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE METROPOLITANA DE PALHOÇA;FAMEPALHOÇA;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE SUL FLUMINENSE;FASF;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TEOLOGIA DE HOKEMÃH;FATEH;MA;universidade e instâncias ligadas à universidades;;;
FAE CENTRO UNIVERSITÁRIO;;PR;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE BRASIL;UB;SP;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE DO ESTADO DO PARÁ;UEPA;PA;universidade e instâncias ligadas à universidades;;;
FACULDADE BI SOCIAL QUARESMA;;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Afonso Schmidt;FAS;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE NOVA ROMA;FNR;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE SÃO CAMILO;FASC;RJ;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO DO ALTO SÃO FRANCISCO;ISEASF;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA CETEP;CETEP;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE ANÁPOLIS;;GO;universidade e instâncias ligadas à universidades;;;
Centro Universitário Sul-Americana;UNIFASAM;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO VALE DO SÃO LOURENÇO;EDUVALE;MT;universidade e instâncias ligadas à universidades;;;
Faculdade UNIRB - ARACAJU;F. UNIRB;SE;universidade e instâncias ligadas à universidades;;;
FACULDADE INTERLAGOS DE EDUCAÇÃO E CULTURA;FINTEC;SP;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DE GOIÂNIA;UNICEUG;GO;universidade e instâncias ligadas à universidades;;;
Escola de Políticas Públicas e Governo da Fundação Getulio Vargas;FGV EPPG;DF;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DE FORMIGA;UNIFORMG;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE FAE SÉVIGNÉ PORTO ALEGRE;FAE SÉVIGNÉ;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Unirb - Barreiras;F. UNIRB;BA;universidade e instâncias ligadas à universidades;;;
FACULDADES OSWALDO CRUZ;FOC;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Inspirar;Inspirar;PR;universidade e instâncias ligadas à universidades;;;
Instituto Educacional das Américas;IEA Educacional;RS;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia CNA;FATECNA;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE AFIRMATIVO;FAFI;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE SENAC TUBARÃO;;SC;universidade e instâncias ligadas à universidades;;;
FACULDADES INTEGRADAS SIMONSEN;FIS;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Ibmec de Brasília;Ibmec Brasília;DF;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DO CARIRI PARAIBANO;UNICIR;PB;universidade e instâncias ligadas à universidades;;;
FACULDADE SKEMA BUSINESS SCHOOL;SKEMA;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CARIACICA;FAC DE CARIACICA;ES;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS HUMANAS DE VITÓRIA;FAVIX;ES;universidade e instâncias ligadas à universidades;;;
Faculdade São Tomás de Aquino de Nova Lima;FACTAN;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Educacionais e Empresariais de Natal;FACEN;RN;universidade e instâncias ligadas à universidades;;;
Faculdade FISEPE;FISEPE;RS;universidade e instâncias ligadas à universidades;;;
FACULDADE DE DESENHO INDUSTRIAL DE MAUÁ;FADIM;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Jaboticatubas;FUNEES;MG;universidade e instâncias ligadas à universidades;;;
Faculdade  do Sertão Central  EAD;FASEC EAD;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE CATÓLICA DE SÃO JOSÉ DOS CAMPOS;CATÓLICA-SJC;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TAQUARITINGA;FTGA;SP;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE SANTA CECÍLIA;UNISANTA;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE UNINASSAU CABO;;PE;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE NORTE CAPIXABA DE SÃO MATEUS - FAMAT;FAMAT;ES;universidade e instâncias ligadas à universidades;;;
FACULDADE BRAVIUM;BRAVIUM;GO;universidade e instâncias ligadas à universidades;;;
