Name;Acronym;State Acronym;Institution Type;Level_1;Level_2;Level_3
FACULDADE EGAS MONIZ;FEM;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE CENTRO MATO-GROSSENSE;;MT;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DE PATOS;UNIFIP;PB;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Sao João da Boa Vista;;SP;universidade e instâncias ligadas à universidades;;;
Centro Universitário Estácio de Belo Horizonte - Estácio BH;ESTÁCIO BH;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Educamais;EDUCA+;SP;universidade e instâncias ligadas à universidades;;;
Faculdade do Norte de Mato Grosso;AJES;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE DE MEDICINA;ITPAC;TO;universidade e instâncias ligadas à universidades;;;
FACULDADE SÃO CARLOS;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE NOVA ROMA CARUARU;FNR CARUARU;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE PELOTAS;;RS;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;PB;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Bocaiúva;;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE SENAC JARAGUÁ DO SUL;;SC;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DO VALE DO RIBEIRA;UNIVR;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências de Goiana;FCG;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Estácio São Paulo de Rondônia;Estácio FSP;RO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ITAPETININGA;FI;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE SALESIANA DO NORDESTE;FASNE;PE;universidade e instâncias ligadas à universidades;;;
Centro Universitário FG;UNIFG;BA;universidade e instâncias ligadas à universidades;;;
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS;CEFET/MG;MG;universidade e instâncias ligadas à universidades;;;
Escola Superior São Judas de São Bernardo do Campo;;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Educacionais e Tecnologias Integradas;FACETI;ES;universidade e instâncias ligadas à universidades;;;
FACULDADE CGESP GOIANIA;FAC CGESP;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE PRESBITERIANA MACKENZIE BRASILIA;FPMB;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CURITIBA;;PR;universidade e instâncias ligadas à universidades;;;
ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS;ENCE;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE DE EDUCAÇÃO SUPERIOR DE CHAPECÓ;FACESC;SC;universidade e instâncias ligadas à universidades;;;
Centro Universitário Doctum de Teófilo Otoni;UNIDOCTUM;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Uninassau Garanhuns;Nassau Garanhuns;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE DE VINHEDO;FV;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE TEOLÓGICA EVANGÉLICA DO RIO DE JANEIRO;FATERJ;RJ;universidade e instâncias ligadas à universidades;;;
Centro Universitário Maurício de Uninassau de Parnaíba;Uninassau Parnaíba;PI;universidade e instâncias ligadas à universidades;;;
FACULDADE EDUCACIONAL ARAUCÁRIA;Facear;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA DE CAXIAS DO SUL;FTC;RS;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIÃO DE GOYAZES FORMOSA;FUG;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE MODELO;FACIMOD;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE SUL DA AMÉRICA;SULDAMÉRICA;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE SENAC BLUMENAU;SENAC;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE PRISMA DE APUCARANA;FPA;PR;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE CATÓLICA DO SALVADOR;UCSAL;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA INFORMÁTICA;FATI;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE DO MARANHÃO;FACAM-MA;MA;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO;UNICERP;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE TECNOLÓGICA DENTAL CEEO;ESD-CEEO;RS;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE;FATEC SENAI RM;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE DO INSTITUTO BRASIL;FIBRA;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE DINÂMICA DO VALE DO PIRANGA;FADIP;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DO NORDESTE DA BAHIA;FANEB;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE UNA DE NOVA SERRANA;UNA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Rebouças de Campina Grande;FRCG;PB;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO ANTÔNIO EUFRÁSIO DE TOLEDO DE PRESIDENTE PRUDENTE - TOLEDO PRUDENTE;TOLEDO PRUDENTE;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA INSAEOS;INSAEOS;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DELMIRO GOUVEIA;FDG;AL;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TEOLOGIA DE SÃO PAULO DA IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE SENAC CONCÓRDIA;;SC;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Uberaba;;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES;UNIPACAT;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Anhanguera de Governador Valadares;;MG;universidade e instâncias ligadas à universidades;;;
Centro Universitário do Rio São Francisco Unirios;UNIRIOS;BA;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO SOCIESC DE BLUMENAU;;SC;universidade e instâncias ligadas à universidades;;;
Faculdade de Gestão, Educação e de Saúde;FGS;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE DE COMUNICAÇÃO ANHANGUERA UNIDADE GUARAPARI;;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de São Vicente de Minas;FUNEES;MG;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE TEOLOGIA E PASTORAL DE BONFIM;ISTEPAB;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE SÃO MARCOS;FACSM;RS;universidade e instâncias ligadas à universidades;;;
FACULDADE SÃO VICENTE DE IRATI;FASVI;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE PARA O DESENVOLVIMENTO DO SUDESTE TOCANTINENSE;FADES;TO;universidade e instâncias ligadas à universidades;;;
FACULDADE CONCÓRDIA;FACC;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI ITAJAÍ;FATEC SENAI ITAJAÍ;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA E CIÊNCIAS DA BAHIA;FATEC/BA;BA;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE DE ARARAQUARA;UNIARA;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO TAUBATÉ DE ENSINO SUPERIOR;I.T.E.S.;SP;universidade e instâncias ligadas à universidades;;;
Escola Superior de Agronomia de Paraguaçu Paulista;ESAPP;SP;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA;UNIFAMAZ;PA;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS;UNIFEB;SP;universidade e instâncias ligadas à universidades;;;
SIRIUS ESCOLA SUPERIOR DE TECNOLOGIA;SIRIUS;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CALDAS NOVAS;UNICALDAS;GO;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE ENSINO SUPERIOR DO AMAPÁ;IESAP;AP;universidade e instâncias ligadas à universidades;;;
ESCOLA SUPERIOR BATISTA DO AMAZONAS;ESBAM;AM;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES;FACE - ALFOR;MG;universidade e instâncias ligadas à universidades;;;
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL;IFMS;MS;universidade e instâncias ligadas à universidades;;;
CLARETIANO - FACULDADE DE BOA VISTA;CLARETIANOBV;RR;universidade e instâncias ligadas à universidades;;;
Faculdade ANASPS;FANASPS;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE HOSPITAL SÃO PAULO DE MURIAÉ;FAMEHSP;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DO SERTÃO DO SÃO FRANCISCO;FASF;PE;universidade e instâncias ligadas à universidades;;;
Centro de Estudos de Pessoal e Forte Duque de Caxias;CEP;RJ;universidade e instâncias ligadas à universidades;;;
FG Faculdade Global;FG;RS;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO UNISEP;CEUUN;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE BATISTA BRASILEIRA;FBB;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE DIREITO DO SUL DE MINAS;FDSM;MG;universidade e instâncias ligadas à universidades;;;
CISNE - Faculdade Tecnológica de Quixadá;CFTQ;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE  DE CIÊNCIAS E TECNOLOGIA PROFESSOR DIRSON MACIEL DE BARROS;FADIMAB;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Dominius;FAD;BA;universidade e instâncias ligadas à universidades;;;
Faculdade de Imperatriz Wyden;Facimp Wyden;MA;universidade e instâncias ligadas à universidades;;;
FACULDADE ESTÁCIO CACHOEIRO DE ITAPEMIRIM;Estácio FECI;ES;universidade e instâncias ligadas à universidades;;;
FACULDADE ANCLIVEPA DE GESTÃO E HUMANOLOGIA;FAGH;SP;universidade e instâncias ligadas à universidades;;;
VOAS - INSTITUTO DE APRENDIZAGEM SUPERIOR;VOAS;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE DOM BOSCO DE UBIRATÃ;DOM BOSCO UBIRATÃ;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE CLARETIANA DE TEOLOGIA;;PR;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE INTEGRADA DE PALMEIRAS DE GOIÁS;FAI;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE ITAPETININGA;FFCLI;SP;universidade e instâncias ligadas à universidades;;;
FACULDADES INTEGRADAS DE RIO VERDE;FIRVE;MS;universidade e instâncias ligadas à universidades;;;
FACULDADE FASIPE DE SORRISO;FFS;MT;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE ENSINO SUPERIOR DE ALPHAVILLE;IESA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Cultura Inglesa;FCI;SP;universidade e instâncias ligadas à universidades;;;
Instituto Universitário UNA de Conselheiro Lafaiete;;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE PROMOVE DE TECNOLOGIA;FPTEC;MG;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO SÃO CAMILO;SAO CAMILO;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIBRAS DO MARANHÃO;FACBRAS;MA;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE METODISTA DE PIRACICABA;UNIMEP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Aberta do Tocantins;FAT;TO;universidade e instâncias ligadas à universidades;;;
Faculdade da Polícia Militar;FPM;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE SERRANA DE SAÚDE;FASS;SE;universidade e instâncias ligadas à universidades;;;
FACULDADE NAZARENA DO BRASIL;FNB;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSOR ALDO MUYLAERT;ISEPAM;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS IBRAFEM;IBRAFEM;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Maurício de Nassau de Uberlândia;FMN Uberlândia;MG;universidade e instâncias ligadas à universidades;;;
Centro Universitário Imepac - Araguari;;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE TELOS DE CAMPINAS;FATELOS;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO INFNET RIO DE JANEIRO;INFNET;RJ;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO BARRIGA VERDE;UNIBAVE;SC;universidade e instâncias ligadas à universidades;;;
IBPTECH FACULDADE DE CIÊNCIAS FORENSES E TECNOLOGIA;;SP;universidade e instâncias ligadas à universidades;;;
ESCOLA DE FORMAÇÃO COMPLEMENTAR DO EXÉRCITO;EsFCEx;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE JUNDIAÍ;;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Paraíso Fortaleza;FAP;CE;universidade e instâncias ligadas à universidades;;;
Faculdade Uninassau Brasília;Nassau Brasília;DF;universidade e instâncias ligadas à universidades;;;
Escola de Equitação do Exército;EsEqEx;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Leonardo da Vinci - Santa Catarina;FAVINCI;SC;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia SENAI Dourados;FATEC Dourados;MS;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE EDUCAÇÃO SUPERIOR E INOVAÇÃO INVENIO;INVENIO;SP;universidade e instâncias ligadas à universidades;;;
Centro Universitário FACEX;UNIFACEX;RN;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Aimorés;;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Odontológicas;FCO;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia e Ciências - FTC Juazeiro do Norte;FTC JUAZEIRO CE;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE FUCAPE;FUCAPE;ES;universidade e instâncias ligadas à universidades;;;
FACULDADE DO SERTÃO;UESSBA;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE UNINASSAU PETROLINA;;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE LIFE;FACLIFE;GO;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZÔNIA;ESTÁCIO AMAZÔNIA;RR;universidade e instâncias ligadas à universidades;;;
Centro Universitário Santa Cecília;Unicea;SP;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FUMEC;FUMEC;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DECISION DE NEGÓCIOS;;RS;universidade e instâncias ligadas à universidades;;;
FACULDADE ESAMC GOIÂNIA;ESAMC GOIÂNIA;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE PARÁ DE MINAS;FAPAM;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE CENTRAL DE CRISTALINA;FACEC;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIBRAS DO NORTE GOIANO;FACBRAS;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE DIREITO MILTON CAMPOS;FDMC;MG;universidade e instâncias ligadas à universidades;;;
Faculdade São Judas de Guarulhos;;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Pitágoras de Irecê;FPI;BA;universidade e instâncias ligadas à universidades;;;
Centro Universitário Católica do Leste de Minas Gerais;UNILESTE;MG;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ;IESRSA;PI;universidade e instâncias ligadas à universidades;;;
Faculdade Assis Gurgacz;FAG TOLEDO;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA IBRATEC;IBRATEC;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE INTEGRADA DE MARINGÁ;INTEGRADA;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de Bauru;FATEC;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE CLARETIANA DE BRASILIA;FCB;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE DE DIREITO DE VARGINHA - FADIVA;FADIVA;MG;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas Oswaldo Cruz;;TO;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE PINDAMONHANGABA;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE MAURÍCIO DE NASSAU DE FLORIANÓPOLIS;FMN FLORIPA;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA LOURENÇO FILHO;FATEC FLF;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE CALAFIORI;CALAFIORI;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MARABÁ;FACIMAB;PA;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;AM;universidade e instâncias ligadas à universidades;;;
FACULDADE PESTALOZZI DE FRANCA;FAPESF;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Barroso;FUNEES;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE CENTRO OESTE DO PARANÁ;FACEOPAR;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE BANDEIRANTES DE CIÊNCIAS EXATAS E HUMANAS;FACEX;SP;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO SOCIESC;;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE SOLIDARIA DO OESTE PAULISTA;FASOL;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE GOIÂNIA - UNIDADE 1;FAG;GO;universidade e instâncias ligadas à universidades;;;
Centro Universitário UNIFACEAR;;PR;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE EDUCAÇÃO SUPERIOR PRESIDENTE KENNEDY - CENTRO DE FORMAÇÃO DE PROFISSIONAIS DE EDUCAÇÃO;IFESP;RN;universidade e instâncias ligadas à universidades;;;
FACULDADE FIGUEIREDO COSTA - FIC;;AL;universidade e instâncias ligadas à universidades;;;
FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ PETRÓPOLIS;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Villas Boas;FVB;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE PAULISTA DE CIÊNCIAS DA SAÚDE;FPCS;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIVERITAS UNIVERSUS VERITAS DE NOVA IGUAÇU;UNIVERITAS NI;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE METROPOLITANA DO CARIRI;FAMEC;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA LOURENÇO FILHO;FATEC - FLF;CE;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO INGÁ;UNINGÁ;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS CONTÁBEIS LUIZ MENDES;LUMEN FACULDADES;PB;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DE VALENÇA;UNIFAA;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE BRASÍLIA;;DF;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO UNIFAS;;BA;universidade e instâncias ligadas à universidades;;;
ESCOLA SUPERIOR DE ESTATÍSTICA DA BAHIA;ESEB;BA;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO DOS INCONFIDENTES;ISEI;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DIADEMA;FAD;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Anhanguera de São José do Rio Preto;FASJRP;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE SANTA INÊS;FSI;MA;universidade e instâncias ligadas à universidades;;;
FACULDADE DO SERTAO BAIANO;FASBE;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE BATISTA DE MINAS GERAIS;FBMG;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE ITPAC BRAGANÇA;ITPAC BRAGANÇA;PA;universidade e instâncias ligadas à universidades;;;
Faculdade de São Caetano do Sul;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS DE WENCESLAU BRAZ;FACIBRA;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina do Sertão;FMS;PE;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas Desembargador Sávio Brandão;FAUSB;MT;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO BRASÍLIA DO ESTADO DE GOIÁS;UniBRASÍLIA;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA E CIÊNCIAS DE PERNAMBUCO;FATEC;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA;FAESF/UNEF;BA;universidade e instâncias ligadas à universidades;;;
Centro Universitário FAMEC;UNIFAMEC;BA;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA;ISCA;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE SANTA CASA;FSC;BA;universidade e instâncias ligadas à universidades;;;
INSTITUTO CENTRO DE ENSINO TECNOLÓGICO - CARIRI;CENTEC;CE;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO BARRIGA VERDE / UNIBAVE Cocal do Sul;UNIBAVE;SC;universidade e instâncias ligadas à universidades;;;
Instituto de Ensino Superior Brasileiro;ESB;AM;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia Senac Maringá;;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ENFERMAGEM SÃO VICENTE DE PAULA;FESVIP;PB;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO LA SALLE DO RIO DE JANEIRO;UNILASALLE/RJ;RJ;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA;UFRB;BA;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Estácio de Bauru;Estácio BAURU;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Méliès;MÉLIÈS;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS HUMANAS,EXATAS E DA SAÚDE DO PIAUÍ;FAHESP;PI;universidade e instâncias ligadas à universidades;;;
Faculdade Rehagro;Rehagro;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Superior de Divinópolis;;MG;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO DE IGUAPE;ISE IGUAPE;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE INTEGRADA DE ARAPONGAS;INTEGRADA;PR;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE ENSINO SUPERIOR SANTA CECÍLIA;IESC;AL;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS E EDUCAÇÃO DO ESPÍRITO SANTO;UNIVES;ES;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE SÃO LUIZ;;MA;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA;UNIVEM;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE SENAC PERNAMBUCO;SENACPE;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Dom Adelio Tomasin;FADAT;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS;FCA;MT;universidade e instâncias ligadas à universidades;;;
Faculdade IMES;IMES;MG;universidade e instâncias ligadas à universidades;;;
Centro Universitário de Tecnologia Carlos Drummond de Andrade;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE FAMERCOSUL;FSUL;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Uniateneu;FATE;CE;universidade e instâncias ligadas à universidades;;;
Faculdade Multivix Serra;MULTIVIX SERRA;ES;universidade e instâncias ligadas à universidades;;;
Faculdade AGES de Senhor do Bonfim;Faculdade AGES;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Brasil Empreender;FABEMP;MG;universidade e instâncias ligadas à universidades;;;
Centro Universitário de Tecnologia e Negócios Carlos Drummond de Andrade;UniTen CDA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Estácio de Ibiúna;ESTÁCIO IBIÚNA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade CERS;CERS;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE MOGIANA DO ESTADO DE SÃO PAULO;FAMOESP;SP;universidade e instâncias ligadas à universidades;;;
Centro de Ensino e Pesquisa do Pró-Cardíaco;Procep;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE FORTIUM;;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE SORRISO;;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI CONCÓRDIA;CET CONCÓRDIA;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE SANTO ANDRE;FASA;RO;universidade e instâncias ligadas à universidades;;;
Faculdade de Agronegócios de Holambra;FAAGROH;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE SÃO FRANCISCO DA PARAÍBA CAMPINA GRANDE;;PB;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE ENSINO SUPERIOR DE FORMAÇÃO PROFISSIONAL;IESFORP;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE PRESIDENTE ANTÔNIO CARLOS;FAPAC;TO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI JOINVILLE;SENAI DE JOINVILLE;SC;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO ESTÁCIO DE SERGIPE;;SE;universidade e instâncias ligadas à universidades;;;
FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL;FAMASUL;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Petrus;FAPETRUS;MA;universidade e instâncias ligadas à universidades;;;
FACULDADE ESCOLA DE AYURVEDA;FAESDA;RS;universidade e instâncias ligadas à universidades;;;
FACULDADE POLITÉCNICA DE CAMPO GRANDE;POLITÉCNICA;MS;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Tecnológica do Estado do Rio de Janeiro;FAETERJ CAXIAS;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ROSEIRA;FARO;SP;universidade e instâncias ligadas à universidades;;;
